"RGI	Código no Mapa	Empreendimento	Edifício	Zona de Valor	Endereço	Bairro	Distrito	Região	Cidade	UF	CEP	Zoneamento	Setor	Quadra	Data Lançamento	Data Entrega	Data Ocupação	Data Projeto Aprovado	Tipologia	Classificação do tipo	Padrão	Status	Área Terreno	Área Total Construída	Torres	Nº de Elevadores	Registro de Incorporação	Infraestrutura	Grupo Incorporador Apelido	Grupo Incorporador	Incorporadora 1	Incorporadora 2	Incorporadora 3	Incorporadora 4	Construtora 1	Construtora 2	Vendedora 1	Vendedora 2	Vendedora 3	Vendedora 4	Banco	Unidade	Dormitórios	Suítes	Banheiros	Nº Vagas	Área Privativa	Área Total	Nº Total de Unidades	Nº Unidades por Pavimento	Nº de Pavimentos	Valor do Dolar no lançamento	(VMU)Preço de venda da unidade no lançamento	(VUV)Preço m2 privativo no lançamento	(VMU)Preço de venda da unidade atualizado INCC	(VUV)Preço m2 privativo atualizado INCC	(VMU)Preço de venda da unidade atualizado IGPM	(VUV)Preço m2 privativo atualizado IGPM	(VMU)Preço de venda da unidade atualizado CUB	(VUV)Preço m2 privativo atualizado CUB	(VMU)Preço de venda da unidade na data pesquisa	(VUV)Preço m2 privativo na data pesquisa	% Unidades Vendidas	% Unidades a Vender	Unidades Vendidas	Qtd em Estoque	VGV	Modalidade	Banco	Condições de pagamento	Responsabilidade do Comprador	Data Pesquisa";
"39429417	64	JARDIM TUCUNARE		SOROCABA - SP	R DOUTOR EDMAR EVANGELISTA BARREIROS. 162	JARDIM PAULISTA	SEM DISTRITO		SOROCABA	SP	18079-356	ZR 3	0	0	42156	42887	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	592.95		1	2		Churrasqueira. Espaco Gourmet.	ALTAFIM	ALTAFIM CONSTRUCOES	ALTAFIM CONSTRUCOES				ALFAFIM CONSTRUCOES		RIBEIRA IMOVEIS				CAIXA	2 DORMS	2	0	1	1	52	78	24	6	8	311.174	131000	2519.23	152252.66	2927.93	156731.87	3014.07	146212.28	2811.77	173000	3326.92	666.666.666.666.667	333.333.333.333.333	16	8	3144000	Preço Fechado	CAIXA			43347";
"39429417	64	JARDIM TUCUNARE		SOROCABA - SP	R DOUTOR EDMAR EVANGELISTA BARREIROS. 162	JARDIM PAULISTA	SEM DISTRITO		SOROCABA	SP	18079-356	ZR 3	0	0	42156	42887	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	592.95		1	2		Churrasqueira. Espaco Gourmet.	ALTAFIM	ALTAFIM CONSTRUCOES	ALTAFIM CONSTRUCOES				ALFAFIM CONSTRUCOES		RIBEIRA IMOVEIS				CAIXA	2 DORMS	2	0	1	1	56	84	24	6	8	311.174	140000	2500	162712.77	2905.59	167499.71	2991.07	156257.4	2790.31	179000	3196.43	75	25	18	6	3360000	Preço Fechado	CAIXA			43347";
"39430417	65	JARDIM TULIPAS		SOROCABA - SP	AV TEREZA ALBIERO. 81	JARDIM TULIPAS	SEM DISTRITO		SOROCABA	SP	18050-630	ZR 3	0	0	42583	43040	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	582		1	0			LUIZ DANELLI	LUIZ DANELLI	LUIZ DANELLI				LUIZ DANELLI		ONIX IMOVEIS					2 DORMS	2	0	1	1	43.51	65.26	16	4	4	320.906	139035	3195.47	150604.53	3461.37	147771.95	3396.27	146489.89	3366.81	165000	3792.23	100	0	16	0	2224560	Preço Fechado				43223";
"3196415	66	JC BUSINESS	(LOTEAMENTO INDUSTRIAL)	SOROCABA - SP	AV JOHN BOYD DUNLOP. 0	IPORANGA	SEM DISTRITO		SOROCABA	SP	18087-155		0	0	42095	43070	0	0	Loteamento		PADRAO MEDIO-C/ELEVADOR	EM OBRAS	46869		0	0			JC MORAIS	JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA	JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA				JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA		JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA					LOTE	0	0	0	0	1700	1700	23	0	0	304.322	595000	350	710933.83	418.2	719566.1	423.27	687020.92	404.13	425000	250	100	0	23	0	13685000	Preço Fechado				43186";
"3631515	67	JK CAMPOLIM RESIDENCIAL		SOROCABA - SP	R JOAO DIAS DE SOUZA. 337	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-090		0	0	41974	42339	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	1200		1	2		Piscina Adulta. Espaco Gourmet. Salao de Festas. Piscina Infantil. Brinquedoteca. Fitness.	KALIL	JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS	JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS				JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS		MENDES ORTEGA ASSESSORIA IMOBILIARIA					2 DORMS	2	1	1	2	67	100.5	44	4	11	263.633	296068	4418.93	361990.68	5402.85	369572.52	5516.01	344662.96	5144.23	316000	4716.42	100	0	44	0	13026992	Preço Fechado				42600";
"36646816	68	JK STUDIO		SOROCABA - SP	R JOAO DIAS DE SOUZA. 295	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-090	ZR 2	0	0	42401	43101	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	PRONTO	1104		1	2		Academia. Lavanderia Coletiva. Espaco Gourmet. Piscina Semi-Olimpica. Piscina Semi-Climatizada. Sauna Umida. Spa. Estacao Trabalho.	KALIL	JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS	JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS				JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS		REIS IMOVEIS LTDA					1 DORM	1	0	1	1	46.2	69.3	22	4	14	397.312	243134	5262.64	274015.35	5931.07	268016.28	5801.22	268114.95	5803.35	275000	5952.38	100	0	22	0	5348948	Preço Fechado				43348";
"36646816	68	JK STUDIO		SOROCABA - SP	R JOAO DIAS DE SOUZA. 295	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-090	ZR 2	0	0	42401	43101	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	PRONTO	1104		1	2		Academia. Lavanderia Coletiva. Espaco Gourmet. Piscina Semi-Olimpica. Piscina Semi-Climatizada. Sauna Umida. Spa. Estacao Trabalho.	KALIL	JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS	JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS				JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS		REIS IMOVEIS LTDA					1 DORM	1	0	1	1	44.35	66.52	28	4	14	397.312	229043	5164.44	258134.6	5820.39	252483.21	5692.97	252576.16	5695.06	290000	6538.9	100	0	28	0	6413204	Preço Fechado				43306";
"36646816	68	JK STUDIO		SOROCABA - SP	R JOAO DIAS DE SOUZA. 295	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-090	ZR 2	0	0	42401	43101	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	PRONTO	1104		1	2		Academia. Lavanderia Coletiva. Espaco Gourmet. Piscina Semi-Olimpica. Piscina Semi-Climatizada. Sauna Umida. Spa. Estacao Trabalho.	KALIL	JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS	JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS				JULIO E KALIL EMPREENDIMENTOS IMOBILIARIOS		REIS IMOVEIS LTDA					DUPLEX	1	0	1	1	74.7	112.05	2	4	14	397.312	392920	5259.97	442826.22	5928.06	433131.35	5798.27	433290.8	5800.41	418000	5595.72	100	0	2	0	785840	Preço Fechado				42607";
"39432417	69	JOAO C BERBEL		SOROCABA - SP	R FERNAO SALLES. 1380	VILA HORTENCIA	SEM DISTRITO		SOROCABA	SP	18020-266	ZR 2	0	0	42339	43070	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	930		1	2		Espaco Gourmet. Salao de Jogos. Brinquedoteca.	JCB	CONSTRUTORA JCB	CONSTRUTORA JCB				CONSTRUTORA JCB		RIBEIRA IMOVEIS					2 DORMS	2	1	2	1	60.45	90.67	28	4	7	386.263	209950	3473.12	238819.35	3950.69	237087.08	3922.04	232942.07	3853.47	230000	3804.8	75	25	21	7	5878600	Preço Fechado				43348";
"39432417	69	JOAO C BERBEL		SOROCABA - SP	R FERNAO SALLES. 1380	VILA HORTENCIA	SEM DISTRITO		SOROCABA	SP	18020-266	ZR 2	0	0	42339	43070	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	930		1	2		Espaco Gourmet. Salao de Jogos. Brinquedoteca.	JCB	CONSTRUTORA JCB	CONSTRUTORA JCB				CONSTRUTORA JCB		RIBEIRA IMOVEIS					COB DUPLEX	3	1	2	2	104	156	4	4	7	386.263	363800	3498.08	413824.63	3979.09	410822.96	3950.22	403640.51	3881.16	400000	3846.15	100	0	4	0	1455200	Preço Fechado				43306";
"36428716	70	JR AMERICAN		SOROCABA - SP	R RUA BENEDITO FERREIRA TELLES. 173	JARDIM SIMUS	SEM DISTRITO		SOROCABA	SP	18055--27	ZR 2	0	0	42552	43282	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	1168		1	2		Churrasqueira. Piscina Adulta. Playground. Brinquedoteca.	GUEB	GUEB EMPREENDIMENTOS IMOBILIARIOS	GUEB EMPREENDIMENTOS IMOBILIARIOS				GUEB EMPREENDIMENTOS IMOBILIARIOS		REIS IMOVEIS LTDA					2 DORMS	2	1	2	1	57	85.5	60	6	12	327.497	171000	3000	185775.79	3259.22	182012.43	3193.2	180181.37	3161.08	189000	3315.79	966.666.666.666.667	333.333.333.333.333	58	2	10260000	Preço Fechado				43347";
"36428716	70	JR AMERICAN		SOROCABA - SP	R RUA BENEDITO FERREIRA TELLES. 173	JARDIM SIMUS	SEM DISTRITO		SOROCABA	SP	18055--27	ZR 2	0	0	42552	43282	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	1168		1	2		Churrasqueira. Piscina Adulta. Playground. Brinquedoteca.	GUEB	GUEB EMPREENDIMENTOS IMOBILIARIOS	GUEB EMPREENDIMENTOS IMOBILIARIOS				GUEB EMPREENDIMENTOS IMOBILIARIOS		REIS IMOVEIS LTDA					1 DORM	1	0	1	1	43	64.5	12	6	12	327.497	123000	2860.47	133628.2	3107.64	130921.22	3044.68	129604.14	3014.05	125000	2906.98	100	0	12	0	1476000	Preço Fechado				42772";
"38271215	71	JULIA MARTINEZ	(LOTEAMENTO FECHADO)	SOROCABA - SP	R PROFESSOR NELSON GUEDES. 385	JARDIM VILA SAO DOMINGOS	SEM DISTRITO		SOROCABA	SP	18016-358		0	0	41518	41518	0	0	Loteamento		PADRAO MEDIO-S/ELEVADOR	PRONTO	40000		0	0			INVEST PART	INVESTIDOR PARTICULAR	INVESTIDOR PARTICULAR				INVESTIDOR PARTICULAR		CASABRANCA MERCADO IMOBILIARIO					LOTE	0	0	0	0	300	300	105	0	0	227.051	140000	466.67	184369.23	614.57	184378.69	614.6	173915.55	579.72	175000	583.33	100	0	105	0	14700000	Preço Fechado				42487";
"36681816	72	KAIROS SOROCABA	TORRE A. TORRE B	SOROCABA - SP	AV SAO PAULO. 1630	ALEM PONTE	SEM DISTRITO		SOROCABA	SP	18013-004	ZR 2	0	0	42522	43617	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	4390.3	14322.58	2	3		Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Salao de Jogos. Piscina Infantil. Brinquedoteca. Fitness.	CBX	GRUPO CBX BRASIL LTDA	GRUPO CBX BRASIL LTDA				GRUPO CBX BRASIL LTDA		GRUPO CBX BRASIL LTDA					3 DORMS	3	1	2	2	85.16	115	88	4	11	342.388	300000	3522.78	327527.42	3846.02	319879.54	3756.22	319945.48	3756.99	305000	3581.49	477.272.727.272.727	522.727.272.727.273	42	46	26400000	Preço Fechado				43224";
"36681816	72	KAIROS SOROCABA	TORRE A. TORRE B	SOROCABA - SP	AV SAO PAULO. 1630	ALEM PONTE	SEM DISTRITO		SOROCABA	SP	18013-004	ZR 2	0	0	42522	43617	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	4390.3	14322.58	2	3		Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Salao de Jogos. Piscina Infantil. Brinquedoteca. Fitness.	CBX	GRUPO CBX BRASIL LTDA	GRUPO CBX BRASIL LTDA				GRUPO CBX BRASIL LTDA		GRUPO CBX BRASIL LTDA					COBERTURA	3	1	2	3	154.58	215	8	4	11	342.388	539000	3486.87	588457.6	3806.82	574716.91	3717.93	574835.39	3718.69	545000	3525.68	25	75	2	6	4312000	Preço Fechado				43224";
"330231115	73	LA VISTA MONCAYO	BL 1. BL 2. BL 3	SOROCABA - SP	R DEMERCINDO ALVES DA SILVA. 0	JARDIM PIRATININGA	SEM DISTRITO		SOROCABA	SP	18016-085	ZR 2	0	0	42278	43709	0	0	Res. Vertical	MEDIO BAIXO	PADRAO SIMPLES-C/ELEVADOR	EM OBRAS	9030		3	2		Quadra Poli-Esportiva. Churrasqueira. Piscina Adulta. Piscina Coberta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Solarium. Playground. Spa. Brinquedoteca. Fitness. Espaco Beleza. Praca Chafariz.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					2 DORMS	2	1	2	2	72.38	108.57	136	4	18	38.795	274560	3793.31	313696.02	4334.01	316308.34	4370.1	305204.65	4216.7	350000	4835.59	977.941.176.470.588	220.588.235.294.117	133	3	37340160	Preço Fechado				43369";
"330231115	73	LA VISTA MONCAYO	BL 1. BL 2. BL 3	SOROCABA - SP	R DEMERCINDO ALVES DA SILVA. 0	JARDIM PIRATININGA	SEM DISTRITO		SOROCABA	SP	18016-085	ZR 2	0	0	42278	43709	0	0	Res. Vertical	MEDIO BAIXO	PADRAO SIMPLES-C/ELEVADOR	EM OBRAS	9030		3	2		Quadra Poli-Esportiva. Churrasqueira. Piscina Adulta. Piscina Coberta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Solarium. Playground. Spa. Brinquedoteca. Fitness. Espaco Beleza. Praca Chafariz.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					3 DORMS	3	1	2	2	96.95	145.42	68	4	18	38.795	366720	3782.57	418992.59	4321.74	422481.77	4357.73	407650.96	4204.76	440000	4538.42	867.647.058.823.529	132.352.941.176.471	59	9	24936960	Preço Fechado				43369";
"330231115	73	LA VISTA MONCAYO	BL 1. BL 2. BL 3	SOROCABA - SP	R DEMERCINDO ALVES DA SILVA. 0	JARDIM PIRATININGA	SEM DISTRITO		SOROCABA	SP	18016-085	ZR 2	0	0	42278	43709	0	0	Res. Vertical	MEDIO BAIXO	PADRAO SIMPLES-C/ELEVADOR	EM OBRAS	9030		3	2		Quadra Poli-Esportiva. Churrasqueira. Piscina Adulta. Piscina Coberta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Solarium. Playground. Spa. Brinquedoteca. Fitness. Espaco Beleza. Praca Chafariz.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					GARDEN	3	1	2	1	112.74	169.11	2	4	18	38.795	330642	2932.78	377772	3350.82	380917.92	3378.73	367546.17	3260.12	440800	3909.88	50	50	1	1	661284	Preço Fechado				43369";
"330231115	73	LA VISTA MONCAYO	BL 1. BL 2. BL 3	SOROCABA - SP	R DEMERCINDO ALVES DA SILVA. 0	JARDIM PIRATININGA	SEM DISTRITO		SOROCABA	SP	18016-085	ZR 2	0	0	42278	43709	0	0	Res. Vertical	MEDIO BAIXO	PADRAO SIMPLES-C/ELEVADOR	EM OBRAS	9030		3	2		Quadra Poli-Esportiva. Churrasqueira. Piscina Adulta. Piscina Coberta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Solarium. Playground. Spa. Brinquedoteca. Fitness. Espaco Beleza. Praca Chafariz.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					GARDEN	2	1	2	1	86.31	129.46	4	4	18	38.795	259740	3009.38	296763.56	3438.34	299234.88	3466.97	288730.53	3345.27	335300	3884.83	100	0	4	0	1038960	Preço Fechado				43229";
"330231115	73	LA VISTA MONCAYO	BL 1. BL 2. BL 3	SOROCABA - SP	R DEMERCINDO ALVES DA SILVA. 0	JARDIM PIRATININGA	SEM DISTRITO		SOROCABA	SP	18016-085	ZR 2	0	0	42278	43709	0	0	Res. Vertical	MEDIO BAIXO	PADRAO SIMPLES-C/ELEVADOR	EM OBRAS	9030		3	2		Quadra Poli-Esportiva. Churrasqueira. Piscina Adulta. Piscina Coberta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Solarium. Playground. Spa. Brinquedoteca. Fitness. Espaco Beleza. Praca Chafariz.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					GARDEN	3	1	2	1	127.97	191.95	2	4	18	38.795	375258	2932.39	428747.6	3350.38	432318.02	3378.28	417141.92	3259.68	481000	3758.69	100	0	2	0	750516	Preço Fechado				42957";
"330231115	73	LA VISTA MONCAYO	BL 1. BL 2. BL 3	SOROCABA - SP	R DEMERCINDO ALVES DA SILVA. 0	JARDIM PIRATININGA	SEM DISTRITO		SOROCABA	SP	18016-085	ZR 2	0	0	42278	43709	0	0	Res. Vertical	MEDIO BAIXO	PADRAO SIMPLES-C/ELEVADOR	EM OBRAS	9030		3	2		Quadra Poli-Esportiva. Churrasqueira. Piscina Adulta. Piscina Coberta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Solarium. Playground. Spa. Brinquedoteca. Fitness. Espaco Beleza. Praca Chafariz.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					GARDEN	2	1	1	2	78.1	117.15	4	4	18	38.795	236335	3026.06	270022.4	3457.4	272271.02	3486.19	262713.22	3363.81	335500	4295.77	100	0	4	0	945340	Preço Fechado				42957";
"330671115	74	LAVINIA		SOROCABA - SP	R NAZARE. 164	JARDIM BETANIA	SEM DISTRITO		SOROCABA	SP	18071-589		0	0	42278	42767	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	LANÇAMENTO	770		1	0			L FURTADO	L FURTADO CONSTRUTORA	L FURTADO CONSTRUTORA				L FURTADO CONSTRUTORA		L FURTADO CONSTRUTORA	MENDES ORTEGA ASSESSORIA IMOBILIARIA	PUENTE IMOVEIS			2 DORMS	2	0	1	1	51.3	76.95	16	4	4	38.795	148900	2902.53	170124.33	3316.26	171541.06	3343.88	165519.28	3226.49	149562	2915.44	100	0	16	0	2382400	Preço Fechado				42646";
"329941115	75	LE MONDE CAMPOLIM	TORRE 1 (AMERICA)	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 333	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42491	43800	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	12760		1	2		Quadra de Tennis. Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Salao de Jogos. Piscina Infantil. Brinquedoteca. Fitness. Sala de Reuniao.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					DUPLEX	3	1	2	2	101	151.5	6	4	21	353.869	392000	3881.19	456885	4523.62	425029.45	4208.21	432286.78	4280.07	545295	5398.96	833.333.333.333.333	166.666.666.666.667	5	1	2352000	Preço Fechado				43369";
"329941115	75	LE MONDE CAMPOLIM	TORRE 1 (AMERICA)	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 333	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42491	43800	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	12760		1	2		Quadra de Tennis. Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Salao de Jogos. Piscina Infantil. Brinquedoteca. Fitness. Sala de Reuniao.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					2 DORMS	2	1	2	2	62	93	42	4	21	353.869	245000	3951.61	285553.12	4605.69	265643.41	4284.57	270179.24	4357.73	306637	4945.76	952.380.952.380.952	476.190.476.190.477	40	2	10290000	Preço Fechado				43369";
"329941115	75	LE MONDE CAMPOLIM	TORRE 1 (AMERICA)	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 333	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42491	43800	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	12760		1	2		Quadra de Tennis. Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Salao de Jogos. Piscina Infantil. Brinquedoteca. Fitness. Sala de Reuniao.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					1 DORM	1	0	1	1	48	72	34	4	21	353.869	189000	3937.5	220283.84	4589.25	204924.91	4269.27	208423.98	4342.17	248562	5178.38	941.176.470.588.235	588.235.294.117.648	32	2	6426000	Preço Fechado				43369";
"329941115	75	LE MONDE CAMPOLIM	TORRE 1 (AMERICA)	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 333	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42491	43800	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	12760		1	2		Quadra de Tennis. Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Salao de Jogos. Piscina Infantil. Brinquedoteca. Fitness. Sala de Reuniao.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					DUPLEX	3	3	3	3	129	193.5	2	4	21	353.869	562860	4363.26	656026.25	5085.48	610285.91	4730.9	620706.47	4811.68	686689	5323.17	100	0	2	0	1125720	Preço Fechado				43055";
"89755174	75	LE MONDE CAMPOLIM	TORRE 3 (AFRICA)	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 333	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42856	44166	0	42852	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	12760		1	2			CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					1 DORM	1	0	1	1	48	72	40	4	21	32.087	210761	4390.85	221821.64	4621.28	224981.18	4687.1	219235.37	4567.4	228000	4750	100	0	40	0	8430440	Preço Fechado				43369";
"89755174	75	LE MONDE CAMPOLIM	TORRE 3 (AFRICA)	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 333	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42856	44166	0	42852	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	12760		1	2			CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					2 DORMS	2	1	2	2	62	93	40	4	21	32.087	267683	4317.47	281730.88	4544.05	285743.74	4608.77	278446.11	4491.07	290000	4677.42	100	0	40	0	10707320	Preço Fechado				43369";
"89755174	75	LE MONDE CAMPOLIM	TORRE 3 (AFRICA)	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 333	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42856	44166	0	42852	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	12760		1	2			CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					DUPLEX	3	1	2	2	101	151.5	2	4	21	32.087	434261	4299.61	457050.82	4525.25	463560.87	4589.71	451721.95	4472.49	524799	5196.03	0	100	0	2	868522	Preço Fechado				43369";
"89755174	75	LE MONDE CAMPOLIM	TORRE 3 (AFRICA)	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 333	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42856	44166	0	42852	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	12760		1	2			CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					DUPLEX	3	1	2	3	129	193.5	2	4	21	32.087	594519	4608.67	625719.08	4850.53	634631.58	4919.62	618423.67	4793.98	644000	4992.25	100	0	2	0	1189038	Preço Fechado				43369";
"35730516	75	LE MONDE CAMPOLIM	TORRE 2 (EUROPA)	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 333	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42795	44013	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	12760		1	2			CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					1 DORM	1	0	1	1	48	72	40	4	21	312.733	210233	4379.85	222615.59	4637.82	219890.44	4581.05	220672.12	4597.33	248562	5178.38	95	5	38	2	8409320	Preço Fechado				43369";
"35730516	75	LE MONDE CAMPOLIM	TORRE 2 (EUROPA)	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 333	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42795	44013	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	12760		1	2			CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					2 DORMS	2	1	2	2	62	93	40	4	21	312.733	267012	4306.65	282738.83	4560.31	279277.69	4504.48	280270.48	4520.5	312224	5035.87	92.5	7.5	37	3	10680480	Preço Fechado				43369";
