"RGI	Código no Mapa	Empreendimento	Edifício	Zona de Valor	Endereço	Bairro	Distrito	Região	Cidade	UF	CEP	Zoneamento	Setor	Quadra	Data Lançamento	Data Entrega	Data Ocupação	Data Projeto Aprovado	Tipologia	Classificação do tipo	Padrão	Status	Área Terreno	Área Total Construída	Torres	Nº de Elevadores	Registro de Incorporação	Infraestrutura	Grupo Incorporador Apelido	Grupo Incorporador	Incorporadora 1	Incorporadora 2	Incorporadora 3	Incorporadora 4	Construtora 1	Construtora 2	Vendedora 1	Vendedora 2	Vendedora 3	Vendedora 4	Banco	Unidade	Dormitórios	Suítes	Banheiros	Nº Vagas	Área Privativa	Área Total	Nº Total de Unidades	Nº Unidades por Pavimento	Nº de Pavimentos	Valor do Dolar no lançamento	(VMU)Preço de venda da unidade no lançamento	(VUV)Preço m2 privativo no lançamento	(VMU)Preço de venda da unidade atualizado INCC	(VUV)Preço m2 privativo atualizado INCC	(VMU)Preço de venda da unidade atualizado IGPM	(VUV)Preço m2 privativo atualizado IGPM	(VMU)Preço de venda da unidade atualizado CUB	(VUV)Preço m2 privativo atualizado CUB	(VMU)Preço de venda da unidade na data pesquisa	(VUV)Preço m2 privativo na data pesquisa	% Unidades Vendidas	% Unidades a Vender	Unidades Vendidas	Qtd em Estoque	VGV	Modalidade	Banco	Condições de pagamento	Responsabilidade do Comprador	Data Pesquisa";
"330021115	102	MORADA MORALES	TORRE 1. TORRE 2. TORRE 3. TORRE 4	SOROCABA - SP	AL IGUAPE. 0	VILA NOVA SOROCABA	SEM DISTRITO		SOROCABA	SP	18070-819		0	0	42248	43282	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	9638.87		4	2		Quadra Gramada. Piscina Adulta. Espaco Gourmet. Salao de Festas. Brinquedoteca. Fitness. Espaco Beleza.	HABITEM	HABITEM EMPREENDIMENTOS IMOBILIARIOS	HABITEM EMPREENDIMENTOS IMOBILIARIOS				HABITEM EMPREENDIMENTOS IMOBILIARIOS		HABITEM EMPREENDIMENTOS IMOBILIARIOS					2 DORMS	2	0	1	1	43	64.5	256	8	8	390.581	147980	3441.4	169679.35	3946.04	173705.23	4039.66	164467.05	3824.82	166900	3881.4	100	0	256	0	37882880	Preço Fechado				43230";
"330071115	103	MORALES	TORRE A. TORRE B	SOROCABA - SP	R DOROTHY DE OLIVEIRA. 0	JARDIM IPE	SEM DISTRITO		SOROCABA	SP	18017-000		0	0	42186	43040	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	9814.28		2	2		Quadra Gramada. Piscina Adulta. Espaco Gourmet. Salao de Festas. Brinquedoteca. Fitness.	HABITEM	HABITEM EMPREENDIMENTOS IMOBILIARIOS	HABITEM EMPREENDIMENTOS IMOBILIARIOS				HABITEM EMPREENDIMENTOS IMOBILIARIOS		HABITEM EMPREENDIMENTOS IMOBILIARIOS					2 DORMS	2	0	1	1	47	70.5	128	8	8	322.253	220000	4680.85	254299.93	5410.64	261407.24	5561.85	244872.88	5210.06	230400	4902.13	100	0	128	0	28160000	Preço Fechado				42731";
"81152157	104	NATURE CLUBE	(FASE 2) TORRE 1. TORRE 2. TORRE 4	SOROCABA - SP	AV SALVADOR MILEGO. 1120	JARDIM VERA CRUZ	SEM DISTRITO		SOROCABA	SP	18050-010		0	0	42948	43647	0	42195	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	17200		3	1		Academia. Piscina Adulta. Piscina Infantil. Playground.	VISCONDE	VISCONDE CONSTRUTORA E NEGOCIOS IMOBILIARIOS	VISCONDE CONSTRUTORA E NEGOCIOS IMOBILIARIOS				VISCONDE CONSTRUTORA E NEGOCIOS IMOBILIARIOS		TREVIZAN CONSULTORIA IMOBILIARIA					3 DORMS	3	1	2	2	81	121.5	84	4	7	315.031	304607	3760.58	315546.86	3895.64	329385.1	4066.48	314404.73	3881.54	340000	4197.53	976.190.476.190.476	238.095.238.095.238	82	2	25586988	Preço Fechado				43369";
"31149715	104	NATURE CLUBE	(FASE 1) TORRE 3. TORRE 5	SOROCABA - SP	AV SALVADOR MILEGO. 1120	JARDIM VERA CRUZ	SEM DISTRITO		SOROCABA	SP	18050-010		0	0	42186	43070	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	17200		2	1		Academia. Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Piscina Infantil. Playground. Brinquedoteca. Fitness.	VISCONDE	VISCONDE CONSTRUTORA E NEGOCIOS IMOBILIARIOS	VISCONDE CONSTRUTORA E NEGOCIOS IMOBILIARIOS				VISCONDE CONSTRUTORA E NEGOCIOS IMOBILIARIOS		TREVIZAN CONSULTORIA IMOBILIARIA					3 DORMS	3	1	2	2	81	121.5	56	4	7	322.253	300000	3703.7	346772.63	4281.14	356464.41	4400.79	333917.56	4122.43	290000	3580.25	892.857.142.857.143	107.142.857.142.857	50	6	16800000	Preço Fechado				43369";
"330061115	105	NICE - VENDAS SUSPENSAS	TORRE 1. TORRE 2. TORRE 3	SOROCABA - SP	R DO AMOR. 179	JARDIM SANTA FE	SEM DISTRITO		SOROCABA	SP	18031-340		0	0	42217	43282	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	8342.82		3	2		Lavanderia Coletiva. Quadra Poli-Esportiva. Piscina Adulta. Espaco Gourmet. Salao de Festas. Piscina Semi-Climatizada. Salao de Jogos. Piscina Infantil. Sauna Umida. Pista Skate. Solarium. Playground. Spa. Sala de Cinema. Brinquedoteca. Fitness. Estacao Trabalho. Espaco Cultura. Sala de Reuniao.	ALAVANCA	CONSTRUTORA ALAVANCA S/A	CONSTRUTORA ALAVANCA S/A				CONSTRUTORA ALAVANCA S/A		AE PATRIMONIO CONSULTORES IMOBILIARIOS					2 DORMS	2	1	1	2	65	97.5	144	4	19	35.137	280211	4310.94	322001.26	4953.87	332035.85	5108.25	312011.13	4800.17	279000	4292.31	479.166.666.666.667	520.833.333.333.333	69	75	40350384	Preço Fechado				43229";
"330061115	105	NICE - VENDAS SUSPENSAS	TORRE 1. TORRE 2. TORRE 3	SOROCABA - SP	R DO AMOR. 179	JARDIM SANTA FE	SEM DISTRITO		SOROCABA	SP	18031-340		0	0	42217	43282	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	8342.82		3	2		Lavanderia Coletiva. Quadra Poli-Esportiva. Piscina Adulta. Espaco Gourmet. Salao de Festas. Piscina Semi-Climatizada. Salao de Jogos. Piscina Infantil. Sauna Umida. Pista Skate. Solarium. Playground. Spa. Sala de Cinema. Brinquedoteca. Fitness. Estacao Trabalho. Espaco Cultura. Sala de Reuniao.	ALAVANCA	CONSTRUTORA ALAVANCA S/A	CONSTRUTORA ALAVANCA S/A				CONSTRUTORA ALAVANCA S/A		AE PATRIMONIO CONSULTORES IMOBILIARIOS					3 DORMS	3	1	1	2	85	127.5	76	4	19	35.137	366497	4311.73	421155.83	4954.78	434280.39	5109.18	408089.41	4801.05	315000	3705.88	671.052.631.578.947	328.947.368.421.053	51	25	27853772	Preço Fechado				43229";
"329921115	106	NOTTING HILL		SOROCABA - SP	R JOSE MARIA HANNICKEL. 30	JARDIM PORTAL DA COLINA	SEM DISTRITO		SOROCABA	SP	18047-360	ZC	0	0	42309	43586	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	2168.13		1	3		Piscina Adulta. Salao de Jogos. Spa. Fitness.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					STUDIO	1	0	1	1	37.24	55.86	188	9	20	37.758	245736	6598.71	279812.32	7513.76	278862.99	7488.26	273103.29	7333.6	265000	7116	797.872.340.425.532	202.127.659.574.468	150	38	46198368	Preço Fechado				43369";
"329921115	106	NOTTING HILL		SOROCABA - SP	R JOSE MARIA HANNICKEL. 30	JARDIM PORTAL DA COLINA	SEM DISTRITO		SOROCABA	SP	18047-360	ZC	0	0	42309	43586	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	2168.13		1	3		Piscina Adulta. Salao de Jogos. Spa. Fitness.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					GARDEN	1	0	1	2	65.03	97.54	8	9	20	37.758	296963	4566.55	338142.99	5199.8	336995.75	5182.15	330035.38	5075.12	386000	5935.72	100	0	8	0	2375704	Preço Fechado				43311";
"329921115	106	NOTTING HILL		SOROCABA - SP	R JOSE MARIA HANNICKEL. 30	JARDIM PORTAL DA COLINA	SEM DISTRITO		SOROCABA	SP	18047-360	ZC	0	0	42309	43586	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	2168.13		1	3		Piscina Adulta. Salao de Jogos. Spa. Fitness.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					LOFT DUPLEX	1	1	1	2	94	141	5	9	20	37.758	521000	5542.55	593247.31	6311.14	591234.56	6289.73	579023.08	6159.82	594000	6319.15	100	0	5	0	2605000	Preço Fechado				43229";
"37732115	107	NOVA YORK		SOROCABA - SP	R TENENTE WILSON DE CASTRO. 365	JARDIM RESIDENCIAL VILLA AMATO	SEM DISTRITO		SOROCABA	SP	18087-671		0	0	41883	41974	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	600		1	0			INVEST PART	INVESTIDOR PARTICULAR	INVESTIDOR PARTICULAR				INVESTIDOR PARTICULAR		R1 IMOVEIS					GARDEN	2	0	1	1	51	76.5	4	4	4	233.287	155100	3041.18	190955.22	3744.22	197272.7	3868.1	180874.28	3546.56	169000	3313.73	100	0	4	0	620400	Preço Fechado				42619";
"37732115	107	NOVA YORK		SOROCABA - SP	R TENENTE WILSON DE CASTRO. 365	JARDIM RESIDENCIAL VILLA AMATO	SEM DISTRITO		SOROCABA	SP	18087-671		0	0	41883	41974	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	600		1	0			INVEST PART	INVESTIDOR PARTICULAR	INVESTIDOR PARTICULAR				INVESTIDOR PARTICULAR		R1 IMOVEIS					2 DORMS	2	0	1	1	51	76.5	12	4	4	233.287	145700	2856.86	179382.18	3517.29	185316.78	3633.66	169912.2	3331.61	155000	3039.22	100	0	12	0	1748400	Preço Fechado				42285";
"3627515	108	OASIS	(FASE 1)  APTOS BL A. BL B. BL C. BL D	SOROCABA - SP	AV GENERAL CARNEIRO. 1651	VILA LUCY	SEM DISTRITO		SOROCABA	SP	18043-004	ZC	0	0	42826	44166	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	23772.39		4	2			BRINK	BRINK INCORPORACOES E PARTICIPACOES	BRINK INCORPORACOES E PARTICIPACOES				BRINK INCORPORACOES E PARTICIPACOES		REIS IMOVEIS LTDA					3 DORMS	3	1	2	2	88	155	160	4	10	313.557	268000	3045.45	283852.59	3225.59	283416.25	3220.63	281652.78	3200.6	347000	3943.18	100	0	160	0	42880000	Preço Fechado				43370";
"376331116	109	OLGA BOTANIQUE	TORRE 1. TORRE 2	SOROCABA - SP	AV SAO PAULO. 4600	ALEM PONTE	SEM DISTRITO		SOROCABA	SP	18017-900	ZR 1	0	0	42675	43922	0	0	Res. Vertical	MEDIO	PADRAO SUPERIOR-C/ELEVADOR	EM OBRAS	4123.3		2	2		Quadra Poli-Esportiva. Churrasqueira. Piscina Adulta. Salao de Festas. Piscina Infantil. Playground. Brinquedoteca. Fitness. Redario.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					3 DORMS	3	1	3	2	115	172.5	88	4	11	334.143	499619	4344.51	537370.19	4672.78	529279.3	4602.43	525042.83	4565.59	594000	5165.22	863.636.363.636.364	136.363.636.363.636	76	12	43966472	Preço Fechado				43369";
"376331116	109	OLGA BOTANIQUE	TORRE 1. TORRE 2	SOROCABA - SP	AV SAO PAULO. 4600	ALEM PONTE	SEM DISTRITO		SOROCABA	SP	18017-900	ZR 1	0	0	42675	43922	0	0	Res. Vertical	MEDIO ALTO	PADRAO SUPERIOR-C/ELEVADOR	EM OBRAS	4123.3		2	2		Quadra Poli-Esportiva. Churrasqueira. Piscina Adulta. Salao de Festas. Piscina Infantil. Playground. Brinquedoteca. Fitness. Redario.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					GARDEN	3	3	4	2	259	388.5	4	4	11	334.143	767799	2964.47	825813.86	3188.47	813380.03	3140.46	806869.56	3115.32	822000	3173.75	100	0	4	0	3071196	Preço Fechado				43150";
"376331116	109	OLGA BOTANIQUE	TORRE 1. TORRE 2	SOROCABA - SP	AV SAO PAULO. 4600	ALEM PONTE	SEM DISTRITO		SOROCABA	SP	18017-900	ZR 1	0	0	42675	43922	0	0	Res. Vertical	MEDIO ALTO	PADRAO SUPERIOR-C/ELEVADOR	EM OBRAS	4123.3		2	2		Quadra Poli-Esportiva. Churrasqueira. Piscina Adulta. Salao de Festas. Piscina Infantil. Playground. Brinquedoteca. Fitness. Redario.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					COB DUPLEX	4	2	3	2	210	315	8	4	11	334.143	907000	4319.05	975532.89	4645.4	960844.82	4575.45	953154	4538.83	907000	4319.05	100	0	8	0	7256000	Preço Fechado				42975";
"39428417	110	OLGA CORRALEIRO BERBEL		SOROCABA - SP	R CHILE. 324	VILA BARCELONA	SEM DISTRITO		SOROCABA	SP	18025-280	ZR 2	0	0	42125	42856	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	738.82		1	2			AF	AF EMPREENDIMENTOS IMOBILIARIOS LTDA	AF EMPREENDIMENTOS IMOBILIARIOS LTDA				AF EMPREENDIMENTOS IMOBILIARIOS LTDA		AF EMPREENDIMENTOS IMOBILIARIOS LTDA					2 DORMS	2	1	2	1	66	99	40	4	10	306.172	177870	2695	210520.83	3189.71	214237.49	3246.02	221420.31	3354.85	228000	3454.55	67.5	32.5	27	13	7114800	Preço Fechado				43367";
"39428417	110	OLGA CORRALEIRO BERBEL		SOROCABA - SP	R CHILE. 324	VILA BARCELONA	SEM DISTRITO		SOROCABA	SP	18025-280	ZR 2	0	0	42125	42856	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	PRONTO	738.82		1	2			AF	AF EMPREENDIMENTOS IMOBILIARIOS LTDA	AF EMPREENDIMENTOS IMOBILIARIOS LTDA				AF EMPREENDIMENTOS IMOBILIARIOS LTDA		AF EMPREENDIMENTOS IMOBILIARIOS LTDA					COBERTURA	3	3	3	2	132	198	4	4	10	306.172	296450	2245.83	350868.05	2658.09	357062.48	2705.01	369033.85	2795.71	385875	2923.3	100	0	4	0	1185800	Preço Fechado				42968";
"39323317	111	ORQUIDEAS	TORRE A. TORRE  B. TORRE C	SOROCABA - SP	R CATANDUVA. 295	JARDIM LEOCADIA	SEM DISTRITO		SOROCABA	SP	18085-385	ZR 2	0	0	42705	43556	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	7148.34		3	1		Academia. Piscina Adulta. Espaco Gourmet. Salao de Festas. Piscina Infantil. Solarium. Playground. Fitness.	GERATRIZ	GERATRIZ CONSTRUTORA E INCORPORADORA LTDA	GERATRIZ CONSTRUTORA E INCORPORADORA LTDA				GERATRIZ CONSTRUTORA E INCORPORADORA LTDA		REIS IMOVEIS LTDA				CAIXA	2 DORMS	2	1	2	1	61.19	91.78	96	4	8	171.185	176544	2885.18	189233.78	3092.56	186020.13	3040.04	185582.13	3032.89	192000	3137.77	979.166.666.666.667	208.333.333.333.334	94	2	16948224	Preço Fechado	CAIXA			43368";
"32458214	112	OURO VERDE II		SOROCABA - SP	R SANDRO ANTONIO MENDES. 1250	PARQUE VITORIA REGIA	SEM DISTRITO		SOROCABA	SP	18078-535		0	0	41426	42522	0	0	Res. Horizontal	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	EM OBRAS	55000		0	0		Salao de Festas. Playground.	GOLDEN CITY	GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA	GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA				GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA		GOMES E FERREIRA CONSTRUCOES					CASA	2	0	1	1	49.8	88	300	0	1	217.296	150000	3012.05	199970.12	4015.47	201327.93	4042.73	187458.35	3764.23	171000	3433.73	100	0	300	0	45000000	Preço Fechado				42969";
"344451112	113	PAINEIRA		SOROCABA - SP	R CATANDUVA. 0	JARDIM LEOCADIA	SEM DISTRITO		SOROCABA	SP	18085-385		0	0	41579	42430	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	968.44		1	2		Churrasqueira. Salao de Festas. Playground.	LARIDEAL	LARIDEAL IMOVEIS	LARIDEAL IMOVEIS				LARIDEAL IMOVEIS		LARIDEAL IMOVEIS					2 DORMS	2	1	2	1	61	91.5	32	4	8	229.427	177650	2912.3	232527.44	3811.93	231304.04	3791.88	220104.04	3608.27	236000	3868.85	100	0	32	0	5684800	Preço Fechado				42607";
"329981115	114	PALACIO SAN MARCO	TORRES I . J (2º FASE)	SOROCABA - SP	R AUGUSTO LIPPEL. 1700	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-130		0	0	42248	43160	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	21635		2	2		Quadra Poli-Esportiva. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground.	CIVIL	CIVILMONT CONSTRUCOES E EMPREENDIMENTOS	CIVILMONT CONSTRUCOES E EMPREENDIMENTOS				CIVILMONT CONSTRUCOES E EMPREENDIMENTOS		MENDES ORTEGA ASSESSORIA IMOBILIARIA					2 DORMS	2	1	1	2	62	93	64	4	8	390.581	186102	3001.65	213391.45	3441.8	218454.45	3523.46	206836.38	3336.08	215000	3467.74	100	0	64	0	11910528	Preço Fechado				43164";
"39416417	115	PAMPULHA	(LOTEAMENTO FECHADO)	SOROCABA - SP	R PLINIO DE ALMEIDA. 0	JARDIM VILA SAO DOMINGOS	SEM DISTRITO	-	SOROCABA	SP	18016-362	ZR 2	0	0	42430	43435	0	0	Loteamento		PADRAO MEDIO-S/ELEVADOR	EM OBRAS	169394.04		0	0			MGT	MGT BOLINA ENGENHARIA LTDA	MGT BOLINA ENGENHARIA LTDA				MGT BOLINA ENGENHARIA LTDA		MUSTAFA EMPREENDIMENTOS					LOTE	0	0	0	0	300	300	192	0	0	370.331	187110	623.7	209536.95	698.46	205207.29	684.02	206642.68	688.81	204000	680	703.125	296.875	135	57	35925120	Preço Fechado				43368";
"344371112	116	PANORAMA		SOROCABA - SP	R TAUBATE. 0	JARDIM LEOCADIA	SEM DISTRITO		SOROCABA	SP	18085-375		0	0	41579	41640	0	0	Res. Vertical	ECONOMICO	PADRAO SIMPLES-S/ELEVADOR	PRONTO	387.52		1	0			LARIDEAL	LARIDEAL IMOVEIS	LARIDEAL IMOVEIS				LARIDEAL IMOVEIS		LARIDEAL IMOVEIS					2 DORMS	2	0	1	1	50	75	8	2	4	229.427	163000	3260	213351.95	4267.04	212229.43	4244.59	201953.05	4039.06	175000	3500	100	0	8	0	1304000	Preço Fechado				42021";
"35901616	117	PANORAMA CAMPOLIM - RESERVA GUADALAJARA	TORRE 1. TORRE 2. TORRE 3	SOROCABA - SP	R PROFESSOR ANTONIO RODRIGUES CLARO SOBRINHO. 700	JARDIM SAO CARLOS	SEM DISTRITO		SOROCABA	SP	18046-340	ZR 2	0	0	42522	43435	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	6630		3	2		Academia. Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Fitness. Redario.	MULTIPLA	MULTIPLA ENGENHARIA LTDA	MULTIPLA ENGENHARIA LTDA				MULTIPLA ENGENHARIA LTDA		R1 IMOVEIS					GARDEN	2	0	1	1	60.78	91.17	12	4	14	342.388	184000	3027.31	200883.49	3305.09	196192.78	3227.92	196233.23	3228.58	199000	3274.1	833.333.333.333.333	166.666.666.666.667	10	2	2208000	Preço Fechado				43368";
"35901616	117	PANORAMA CAMPOLIM - RESERVA GUADALAJARA	TORRE 1. TORRE 2. TORRE 3	SOROCABA - SP	R PROFESSOR ANTONIO RODRIGUES CLARO SOBRINHO. 700	JARDIM SAO CARLOS	SEM DISTRITO		SOROCABA	SP	18046-340	ZR 2	0	0	42522	43435	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	6630		3	2		Academia. Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Fitness. Redario.	MULTIPLA	MULTIPLA ENGENHARIA LTDA	MULTIPLA ENGENHARIA LTDA				MULTIPLA ENGENHARIA LTDA		R1 IMOVEIS					2 DORMS	2	0	1	1	56	84	168	4	14	342.388	178000	3178.57	194332.94	3470.23	189795.19	3389.2	189834.32	3389.9	199000	3553.57	809.523.809.523.809	190.476.190.476.191	136	32	29904000	Preço Fechado				43368";
"3281415	118	PANORAMA CAMPOLIM - RESERVA SAO CARLOS	TORRE 1. TORRE 2. TORRE 3	SOROCABA - SP	R PROFESSOR ANTONIO RODRIGUES CLARO SOBRINHO. 870	JARDIM SAO CARLOS	SEM DISTRITO		SOROCABA	SP	18046-340		0	0	42125	42917	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	6300		3	2		Churrasqueira. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Fitness. Piscina Climatizada.	MULTIPLA	MULTIPLA ENGENHARIA LTDA	MULTIPLA ENGENHARIA LTDA				MULTIPLA ENGENHARIA LTDA		R1 IMOVEIS					2 DORMS	2	0	1	1	56	88	180	4	14	306.172	172000	3071.43	203573.3	3635.24	207167.3	3699.42	214113.08	3823.45	210000	3750	961.111.111.111.111	388.888.888.888.889	173	7	30960000	Preço Fechado				43361";
"32266218	119	PANORAMA CAMPOLIM RESERVA EUROPA	BL 1. BL 2. BL 3	SOROCABA - SP	R PROFESSOR ANTONIO RODRIGUES CLARO SOBRINHO. 700	JARDIM SAO CARLOS	SEM DISTRITO		SOROCABA	SP	18046-460	ZR 2	0	0	42979	43709	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	5797		3	2		Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Fitness. Sala de Ginastica. Redario.	MULTIPLA	MULTIPLA ENGENHARIA LTDA	MULTIPLA ENGENHARIA LTDA				MULTIPLA ENGENHARIA LTDA		R1 IMOVEIS	AE PATRIMONIO CONSULTORES IMOBILIARIOS			CAIXA	2 DORMS	2	0	1	1	56.35	84.52	168	4	14	313.419	180500	3203.19	186865.69	3316.16	194273.09	3447.61	185821.23	3297.62	180500	3203.19	75	25	126	42	30324000	Preço Fechado	CAIXA			43374";
"32266218	119	PANORAMA CAMPOLIM RESERVA EUROPA	BL 1. BL 2. BL 3	SOROCABA - SP	R PROFESSOR ANTONIO RODRIGUES CLARO SOBRINHO. 700	JARDIM SAO CARLOS	SEM DISTRITO		SOROCABA	SP	18046-460	ZR 2	0	0	42979	43709	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	5797		3	2		Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Fitness. Sala de Ginastica. Redario.	MULTIPLA	MULTIPLA ENGENHARIA LTDA	MULTIPLA ENGENHARIA LTDA				MULTIPLA ENGENHARIA LTDA		R1 IMOVEIS	AE PATRIMONIO CONSULTORES IMOBILIARIOS			CAIXA	GARDEN	2	0	1	1	60.78	91.17	12	4	14	313.419	191000	3142.48	197735.99	3253.31	205574.3	3382.27	196630.77	3235.12	191000	3142.48	25	75	3	9	2292000	Preço Fechado	CAIXA			43374";
"371751214	120	PARIS	TORRE 1. TORRE 2. TORRE 3. TORRE 4. TORRE 5. TORRE 6	SOROCABA - SP	R ESPERANCA. 373	JARDIM SANTA FE	SEM DISTRITO		SOROCABA	SP	18031-310		0	0	41334	42430	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	PRONTO	5800		6	2		Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Playground. Fitness.	ALAVANCA	CONSTRUTORA ALAVANCA S/A	CONSTRUTORA ALAVANCA S/A				CONSTRUTORA ALAVANCA S/A		CONSTRUTORA ALAVANCA S/A	AE PATRIMONIO CONSULTORES IMOBILIARIOS				2 DORMS	2	0	1	1	52	88	456	4	19	200.735	220000	4230.77	305566.84	5876.29	297936.35	5729.55	291653.96	5608.73	210000	4038.46	100	0	456	0	100320000	Preço Fechado				42909";
"38233215	121	PARQUE SALAMANCA	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4. BLOCO 5. BLOCO 6. BLOCO 7. BLOCO 8. BLOCO 9. BLOCO 10. BLOCO 11. BLOCO 12. BLOCO 13. BLOCO 14. BLOCO 15. BLOCO 16. BLOCO 17. BLOCO 18. BLOCO 19. BLOCO 20. BLOCO 21. BLOCO 22	SOROCABA - SP	R JOAO WAGNER WEY. 1565	JARDIM AMERICA	SEM DISTRITO		SOROCABA	SP	18046-695		0	0	42036	43435	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	50303.5		22	1		Academia. Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas.	MRV	MRV ENGENHARIA E PARTICIPACOES S/A	MRV ENGENHARIA E PARTICIPACOES S/A				MRV ENGENHARIA E PARTICIPACOES S/A		MRV ENGENHARIA E PARTICIPACOES S/A					2 DORMS	2	0	1	1	47.42	71.13	704	4	8	281.645	164952	3478.53	199223.98	4201.26	203790.32	4297.56	191208.89	4032.24	183116	3861.58	965.909.090.909.091	340.909.090.909.091	680	24	116126208	Preço Fechado				43362";
