RGI;(VMU)Preço de venda da unidade na data pesquisa;(VUV)Preço m2 privativo na data pesquisa;% Vendido no Intervalo;% Valorização;Unidades Vendidas no Intervalo;Intervalo em Mêses;% Unidades Vendidas;% Unidades a Vender;Unidades Vendidas;Qtd em Estoque;Data Pesquisa
33045;308407;4744.7230769231;0.0833;0.10062417249858;4;-566;0.0833;0.9167;4;44;17/02/2017
33045;308407;4744.7230769231;0.0833;0.10062417249858;4;-608;0.0833;0.9167;4;44;31/03/2017
33045;308407;4744.7230769231;0.0833;0.10062417249858;4;-647;0.0833;0.9167;4;44;09/05/2017
33045;305000;4692.3076923077;0.1042;0.088465477800657;5;-760;0.1042;0.8958;5;43;30/08/2017
33045;279000;4292.3076923077;0.0417;-0.0043217432577594;2;-872;0.0417;0.9583;2;46;20/12/2017
33045;279000;4292.3076923077;0.0417;-0.0043217432577594;2;-1012;0.0417;0.9583;2;46;09/05/2018
33045;280211;4310.9384615385;0;0;0;0;0;1;0;48;01/08/2015
33045;288878;4444.2769230769;0.0417;0.030930263265896;2;-144;0.0417;0.9583;2;46;23/12/2015
33045;290000;4461.5384615385;0.0625;0.034934388728494;3;-200;0.0625;0.9375;3;45;17/02/2016
33045;290000;4461.5384615385;0.0625;0.034934388728494;3;-220;0.0625;0.9375;3;45;08/03/2016
33045;290000;4461.5384615385;0.0625;0.034934388728494;3;-279;0.0625;0.9375;3;45;06/05/2016
33045;290000;4461.5384615385;0.0625;0.034934388728494;3;-335;0.0625;0.9375;3;45;01/07/2016
33045;290000;4461.5384615385;0.1042;0.034934388728494;5;-390;0.1042;0.8958;5;43;25/08/2016
33045;293000;4507.6923076923;0.0625;0.045640606542927;3;-417;0.0625;0.9375;3;45;21/09/2016
33045;306000;4707.6923076923;0.0625;0.092034217072135;3;-460;0.0625;0.9375;3;45;03/11/2016
33045;306000;4707.6923076923;0.0833;0.092034217072135;4;-514;0.0833;0.9167;4;44;27/12/2016
33045;306000;4707.6923076923;0.0833;0.092034217072135;4;-521;0.0833;0.9167;4;44;03/01/2017
33045;308407;4744.7230769231;0.0833;0.10062417249858;4;-566;0.0833;0.9167;4;44;17/02/2017
33045;308407;4744.7230769231;0.0833;0.10062417249858;4;-608;0.0833;0.9167;4;44;31/03/2017
33045;308407;4744.7230769231;0.125;0.10062417249858;6;-647;0.125;0.875;6;42;09/05/2017
33045;305000;4692.3076923077;0.0833;0.088465477800657;4;-760;0.0833;0.9167;4;44;30/08/2017
33045;279000;4292.3076923077;0.0625;-0.0043217432577594;3;-872;0.0625;0.9375;3;45;20/12/2017
33045;279000;4292.3076923077;0.0625;-0.0043217432577594;3;-1012;0.0625;0.9375;3;45;09/05/2018
33045;280211;4310.9384615385;0;0;0;0;0;1;0;48;01/08/2015
33045;288878;4444.2769230769;0.0625;0.030930263265896;3;-144;0.0625;0.9375;3;45;23/12/2015
33045;290000;4461.5384615385;0.0417;0.034934388728494;2;-200;0.0417;0.9583;2;46;17/02/2016
33045;290000;4461.5384615385;0.0417;0.034934388728494;2;-220;0.0417;0.9583;2;46;08/03/2016
33045;290000;4461.5384615385;0.0417;0.034934388728494;2;-279;0.0417;0.9583;2;46;06/05/2016
33045;290000;4461.5384615385;0.0417;0.034934388728494;2;-335;0.0417;0.9583;2;46;01/07/2016
33045;290000;4461.5384615385;0.0833;0.034934388728494;4;-390;0.0833;0.9167;4;44;25/08/2016
33045;293000;4507.6923076923;0.1042;0.045640606542927;5;-417;0.1042;0.8958;5;43;21/09/2016
33045;306000;4707.6923076923;0.1042;0.092034217072135;5;-460;0.1042;0.8958;5;43;03/11/2016
33045;306000;4707.6923076923;0.125;0.092034217072135;6;-514;0.125;0.875;6;42;27/12/2016
33045;306000;4707.6923076923;0.125;0.092034217072135;6;-521;0.125;0.875;6;42;03/01/2017
33045;308407;4744.7230769231;0.125;0.10062417249858;6;-566;0.125;0.875;6;42;17/02/2017
33045;308407;4744.7230769231;0.125;0.10062417249858;6;-608;0.125;0.875;6;42;31/03/2017
33045;308407;4744.7230769231;0.1042;0.10062417249858;5;-647;0.1042;0.8958;5;43;09/05/2017
33045;305000;4692.3076923077;0.0625;0.088465477800657;3;-760;0.0625;0.9375;3;45;30/08/2017
33045;279000;4292.3076923077;0.0417;-0.0043217432577594;2;-872;0.0417;0.9583;2;46;20/12/2017
33045;279000;4292.3076923077;0.0417;-0.0043217432577594;2;-1012;0.0417;0.9583;2;46;09/05/2018
33045;366497;4311.7294117647;0;0;0;0;0;1;0;25;01/08/2015
33045;377832;4445.0823529412;0.04;0.030927947568466;1;-144;0.04;0.96;1;24;23/12/2015
33045;381000;4482.3529411765;0.04;0.039571947382925;1;-200;0.04;0.96;1;24;17/02/2016
33045;381000;4482.3529411765;0.04;0.039571947382925;1;-220;0.04;0.96;1;24;08/03/2016
33045;381000;4482.3529411765;0.04;0.039571947382925;1;-279;0.04;0.96;1;24;06/05/2016
33045;381000;4482.3529411765;0.04;0.039571947382925;1;-335;0.04;0.96;1;24;01/07/2016
33045;381000;4482.3529411765;0.08;0.039571947382925;2;-390;0.08;0.92;2;23;25/08/2016
33045;383000;4505.8823529412;0.04;0.045029017972862;1;-417;0.04;0.96;1;24;21/09/2016
33045;400000;4705.8823529412;0.04;0.091414117987323;1;-460;0.04;0.96;1;24;03/11/2016
33045;400000;4705.8823529412;0.04;0.091414117987323;1;-514;0.04;0.96;1;24;27/12/2016
33045;400000;4705.8823529412;0.04;0.091414117987323;1;-521;0.04;0.96;1;24;03/01/2017
33045;403387;4745.7294117647;0.04;0.10065566703138;1;-566;0.04;0.96;1;24;17/02/2017
33045;403387;4745.7294117647;0.04;0.10065566703138;1;-608;0.04;0.96;1;24;31/03/2017
33045;403387;4745.7294117647;0.04;0.10065566703138;1;-647;0.04;0.96;1;24;09/05/2017
33045;392000;4611.7647058824;0.04;0.069585835627577;1;-760;0.04;0.96;1;24;30/08/2017
33045;315000;3705.8823529412;0.04;-0.14051138208498;1;-872;0.04;0.96;1;24;20/12/2017
33045;315000;3705.8823529412;0.04;-0.14051138208498;1;-1012;0.04;0.96;1;24;09/05/2018
33045;366497;4311.7294117647;0;0;0;0;0;1;0;25;01/08/2015
33045;377832;4445.0823529412;0.12;0.030927947568466;3;-144;0.12;0.88;3;22;23/12/2015
33045;381000;4482.3529411765;0.12;0.039571947382925;3;-200;0.12;0.88;3;22;17/02/2016
33045;381000;4482.3529411765;0.12;0.039571947382925;3;-220;0.12;0.88;3;22;08/03/2016
33045;381000;4482.3529411765;0.12;0.039571947382925;3;-279;0.12;0.88;3;22;06/05/2016
33045;381000;4482.3529411765;0.12;0.039571947382925;3;-335;0.12;0.88;3;22;01/07/2016
33045;381000;4482.3529411765;0.12;0.039571947382925;3;-390;0.12;0.88;3;22;25/08/2016
33045;383000;4505.8823529412;0.04;0.045029017972862;1;-417;0.04;0.96;1;24;21/09/2016
33045;400000;4705.8823529412;0.04;0.091414117987323;1;-460;0.04;0.96;1;24;03/11/2016
33045;400000;4705.8823529412;0.12;0.091414117987323;3;-514;0.12;0.88;3;22;27/12/2016
33045;400000;4705.8823529412;0.12;0.091414117987323;3;-521;0.12;0.88;3;22;03/01/2017
33045;403387;4745.7294117647;0.12;0.10065566703138;3;-566;0.12;0.88;3;22;17/02/2017
33045;403387;4745.7294117647;0.12;0.10065566703138;3;-608;0.12;0.88;3;22;31/03/2017
33045;403387;4745.7294117647;0.04;0.10065566703138;1;-647;0.04;0.96;1;24;09/05/2017
33045;392000;4611.7647058824;0.12;0.069585835627577;3;-760;0.12;0.88;3;22;30/08/2017
33045;315000;3705.8823529412;0.12;-0.14051138208498;3;-872;0.12;0.88;3;22;20/12/2017
33045;315000;3705.8823529412;0.12;-0.14051138208498;3;-1012;0.12;0.88;3;22;09/05/2018
33045;366497;4311.7294117647;0;0;0;0;0;1;0;26;01/08/2015
33045;377832;4445.0823529412;0.0769;0.030927947568466;2;-144;0.0769;0.9231;2;24;23/12/2015
33045;381000;4482.3529411765;0.0769;0.039571947382925;2;-200;0.0769;0.9231;2;24;17/02/2016
33045;381000;4482.3529411765;0.0769;0.039571947382925;2;-220;0.0769;0.9231;2;24;08/03/2016
33045;381000;4482.3529411765;0.0769;0.039571947382925;2;-279;0.0769;0.9231;2;24;06/05/2016
33045;381000;4482.3529411765;0.0769;0.039571947382925;2;-335;0.0769;0.9231;2;24;01/07/2016
33045;381000;4482.3529411765;0.0385;0.039571947382925;1;-390;0.0385;0.9615;1;25;25/08/2016
33045;383000;4505.8823529412;0.0769;0.045029017972862;2;-417;0.0769;0.9231;2;24;21/09/2016
33045;400000;4705.8823529412;0.0769;0.091414117987323;2;-460;0.0769;0.9231;2;24;03/11/2016
33045;400000;4705.8823529412;0.0385;0.091414117987323;1;-514;0.0385;0.9615;1;25;27/12/2016
33045;400000;4705.8823529412;0.0385;0.091414117987323;1;-521;0.0385;0.9615;1;25;03/01/2017
33045;403387;4745.7294117647;0.0385;0.10065566703138;1;-566;0.0385;0.9615;1;25;17/02/2017
33045;403387;4745.7294117647;0.0385;0.10065566703138;1;-608;0.0385;0.9615;1;25;31/03/2017
33045;403387;4745.7294117647;0.1154;0.10065566703138;3;-647;0.1154;0.8846;3;23;09/05/2017
33045;392000;4611.7647058824;0.0385;0.069585835627577;1;-760;0.0385;0.9615;1;25;30/08/2017
33045;315000;3705.8823529412;0.0769;-0.14051138208498;2;-872;0.0769;0.9231;2;24;20/12/2017
33045;315000;3705.8823529412;0.0769;-0.14051138208498;2;-1012;0.0769;0.9231;2;24;09/05/2018
33092;447670;3316.0740740741;0;0;0;0;0;1;0;32;01/08/2015
33092;503000;3725.9259259259;0.25;0.12359550561798;8;-342;0.25;0.75;8;24;08/07/2016
33092;503000;3725.9259259259;0.25;0.12359550561798;8;-397;0.25;0.75;8;24;01/09/2016
33092;503000;3725.9259259259;0.25;0.12359550561798;8;-460;0.25;0.75;8;24;03/11/2016
33092;503000;3725.9259259259;0.375;0.12359550561798;12;-527;0.375;0.625;12;20;09/01/2017
33092;503000;3725.9259259259;0.4375;0.12359550561798;14;-572;0.4375;0.5625;14;18;23/02/2017
33092;503000;3725.9259259259;0.4375;0.12359550561798;14;-611;0.4375;0.5625;14;18;03/04/2017
33092;527000;3903.7037037037;0.5625;0.1772064243751;18;-662;0.5625;0.4375;18;14;24/05/2017
33092;530000;3925.9259259259;0.625;0.18390778921974;20;-727;0.625;0.375;20;12;28/07/2017
33092;572877;4243.5333333333;0.6875;0.27968592936761;22;-788;0.6875;0.3125;22;10;27/09/2017
33092;579000;4288.8888888889;0.8438;0.29336341501552;27;-937;0.8438;0.1563;27;5;23/02/2018
33092;584759;4331.5481481481;0.875;0.30622780172895;28;-1011;0.875;0.125;28;4;08/05/2018
33092;584300;4328.1481481481;0.8438;0.30520249290772;27;-1095;0.8438;0.1563;27;5;31/07/2018
33221;147980;3441.3953488372;0;0;0;0;0;1;0;64;01/09/2015
33221;151000;3511.6279069767;0.2813;0.020408163265306;18;-73;0.2813;0.7188;18;46;13/11/2015
33221;151000;3511.6279069767;0.5;0.020408163265306;32;-128;0.5;0.5;32;32;07/01/2016
33221;151000;3511.6279069767;0.6563;0.020408163265306;42;-184;0.6563;0.3438;42;22;03/03/2016
33221;151000;3511.6279069767;0.6563;0.020408163265306;42;-248;0.6563;0.3438;42;22;06/05/2016
33221;151000;3511.6279069767;0.6563;0.020408163265306;42;-304;0.6563;0.3438;42;22;01/07/2016
33221;151000;3511.6279069767;0.75;0.020408163265306;48;-358;0.75;0.25;48;16;24/08/2016
33221;153000;3558.1395348837;0.7656;0.033923503176105;49;-381;0.7656;0.2344;49;15;16/09/2016
33221;153000;3558.1395348837;0.7656;0.033923503176105;49;-430;0.7656;0.2344;49;15;04/11/2016
33221;153000;3558.1395348837;0.8594;0.033923503176105;55;-483;0.8594;0.1406;55;9;27/12/2016
33221;153000;3558.1395348837;0.8125;0.033923503176105;52;-490;0.8125;0.1875;52;12;03/01/2017
33221;153000;3558.1395348837;0.8125;0.033923503176105;52;-553;0.8125;0.1875;52;12;07/03/2017
33221;153000;3558.1395348837;0.8281;0.033923503176105;53;-616;0.8281;0.1719;53;11;09/05/2017
33221;159900;3718.6046511628;0.2656;0.080551425868361;17;-752;0.2656;0.7344;17;47;22/09/2017
33221;166900;3881.3953488372;0.8906;0.12785511555616;57;-911;0.8906;0.1094;57;7;28/02/2018
33221;166900;3881.3953488372;1;0.12785511555616;64;-982;1;0;64;0;10/05/2018
33221;147980;3441.3953488372;0;0;0;0;0;1;0;64;01/09/2015
33221;151000;3511.6279069767;0.2813;0.020408163265306;18;-73;0.2813;0.7188;18;46;13/11/2015
33221;151000;3511.6279069767;0.5;0.020408163265306;32;-128;0.5;0.5;32;32;07/01/2016
33221;151000;3511.6279069767;0.6563;0.020408163265306;42;-184;0.6563;0.3438;42;22;03/03/2016
33221;151000;3511.6279069767;0.6563;0.020408163265306;42;-248;0.6563;0.3438;42;22;06/05/2016
33221;151000;3511.6279069767;0.6563;0.020408163265306;42;-304;0.6563;0.3438;42;22;01/07/2016
33221;151000;3511.6279069767;0.75;0.020408163265306;48;-358;0.75;0.25;48;16;24/08/2016
33221;153000;3558.1395348837;0.7656;0.033923503176105;49;-381;0.7656;0.2344;49;15;16/09/2016
33221;153000;3558.1395348837;0.7656;0.033923503176105;49;-430;0.7656;0.2344;49;15;04/11/2016
33221;153000;3558.1395348837;0.8594;0.033923503176105;55;-483;0.8594;0.1406;55;9;27/12/2016
33221;153000;3558.1395348837;0.8125;0.033923503176105;52;-490;0.8125;0.1875;52;12;03/01/2017
33221;153000;3558.1395348837;0.8125;0.033923503176105;52;-553;0.8125;0.1875;52;12;07/03/2017
33221;153000;3558.1395348837;0.8281;0.033923503176105;53;-616;0.8281;0.1719;53;11;09/05/2017
33221;159900;3718.6046511628;0.2656;0.080551425868361;17;-752;0.2656;0.7344;17;47;22/09/2017
33221;166900;3881.3953488372;0.8906;0.12785511555616;57;-911;0.8906;0.1094;57;7;28/02/2018
33221;166900;3881.3953488372;1;0.12785511555616;64;-982;1;0;64;0;10/05/2018
33221;147980;3441.3953488372;0;0;0;0;0;1;0;64;01/09/2015
33221;151000;3511.6279069767;0.2813;0.020408163265306;18;-73;0.2813;0.7188;18;46;13/11/2015
33221;151000;3511.6279069767;0.5;0.020408163265306;32;-128;0.5;0.5;32;32;07/01/2016
33221;151000;3511.6279069767;0.6563;0.020408163265306;42;-184;0.6563;0.3438;42;22;03/03/2016
33221;151000;3511.6279069767;0.6563;0.020408163265306;42;-248;0.6563;0.3438;42;22;06/05/2016
33221;151000;3511.6279069767;0.6563;0.020408163265306;42;-304;0.6563;0.3438;42;22;01/07/2016
33221;151000;3511.6279069767;0.75;0.020408163265306;48;-358;0.75;0.25;48;16;24/08/2016
33221;153000;3558.1395348837;0.7656;0.033923503176105;49;-381;0.7656;0.2344;49;15;16/09/2016
33221;153000;3558.1395348837;0.7656;0.033923503176105;49;-430;0.7656;0.2344;49;15;04/11/2016
33221;153000;3558.1395348837;0.8594;0.033923503176105;55;-483;0.8594;0.1406;55;9;27/12/2016
33221;153000;3558.1395348837;0.8125;0.033923503176105;52;-490;0.8125;0.1875;52;12;03/01/2017
33221;153000;3558.1395348837;0.8125;0.033923503176105;52;-553;0.8125;0.1875;52;12;07/03/2017
33221;153000;3558.1395348837;0.8281;0.033923503176105;53;-616;0.8281;0.1719;53;11;09/05/2017
33221;159900;3718.6046511628;0.2656;0.080551425868361;17;-752;0.2656;0.7344;17;47;22/09/2017
33221;166900;3881.3953488372;0.8906;0.12785511555616;57;-911;0.8906;0.1094;57;7;28/02/2018
33221;166900;3881.3953488372;1;0.12785511555616;64;-982;1;0;64;0;10/05/2018
33221;147980;3441.3953488372;0;0;0;0;0;1;0;64;01/09/2015
33221;151000;3511.6279069767;0.3281;0.020408163265306;21;-73;0.3281;0.6719;21;43;13/11/2015
33221;151000;3511.6279069767;0.5313;0.020408163265306;34;-128;0.5313;0.4688;34;30;07/01/2016
33221;151000;3511.6279069767;0.6875;0.020408163265306;44;-184;0.6875;0.3125;44;20;03/03/2016
33221;151000;3511.6279069767;0.6875;0.020408163265306;44;-248;0.6875;0.3125;44;20;06/05/2016
33221;151000;3511.6279069767;0.6875;0.020408163265306;44;-304;0.6875;0.3125;44;20;01/07/2016
33221;151000;3511.6279069767;0.7969;0.020408163265306;51;-358;0.7969;0.2031;51;13;24/08/2016
33221;153000;3558.1395348837;0.7813;0.033923503176105;50;-381;0.7813;0.2188;50;14;16/09/2016
33221;153000;3558.1395348837;0.7813;0.033923503176105;50;-430;0.7813;0.2188;50;14;04/11/2016
33221;153000;3558.1395348837;0.8906;0.033923503176105;57;-483;0.8906;0.1094;57;7;27/12/2016
33221;153000;3558.1395348837;0.8438;0.033923503176105;54;-490;0.8438;0.1563;54;10;03/01/2017
33221;153000;3558.1395348837;0.8438;0.033923503176105;54;-553;0.8438;0.1563;54;10;07/03/2017
33221;153000;3558.1395348837;0.8438;0.033923503176105;54;-616;0.8438;0.1563;54;10;09/05/2017
33221;159900;3718.6046511628;0.2969;0.080551425868361;19;-752;0.2969;0.7031;19;45;22/09/2017
33221;166900;3881.3953488372;0.9219;0.12785511555616;59;-911;0.9219;0.0781;59;5;28/02/2018
33221;166900;3881.3953488372;1;0.12785511555616;64;-982;1;0;64;0;10/05/2018
33232;186102;3001.6451612903;0;0;0;0;0;1;0;32;01/09/2015
33232;189900;3062.9032258065;0.4063;0.020408163265306;13;-113;0.4063;0.5938;13;19;23/12/2015
33232;190000;3064.5161290323;0.4375;0.020945503003729;14;-154;0.4375;0.5625;14;18;02/02/2016
33232;190000;3064.5161290323;0.4688;0.020945503003729;15;-196;0.4688;0.5313;15;17;15/03/2016
33232;190000;3064.5161290323;0.5;0.020945503003729;16;-237;0.5;0.5;16;16;25/04/2016
33232;190000;3064.5161290323;0.5;0.020945503003729;16;-280;0.5;0.5;16;16;07/06/2016
33232;190000;3064.5161290323;0.5313;0.020945503003729;17;-335;0.5313;0.4688;17;15;01/08/2016
33232;190000;3064.5161290323;0.5625;0.020945503003729;18;-392;0.5625;0.4375;18;14;27/09/2016
33232;190000;3064.5161290323;0.5625;0.020945503003729;18;-398;0.5625;0.4375;18;14;03/10/2016
33232;190000;3064.5161290323;0.5938;0.020945503003729;19;-454;0.5938;0.4063;19;13;28/11/2016
33232;190000;3064.5161290323;0.5938;0.020945503003729;19;-458;0.5938;0.4063;19;13;02/12/2016
33232;190000;3064.5161290323;0.6563;0.020945503003729;21;-510;0.6563;0.3438;21;11;23/01/2017
33232;190000;3064.5161290323;0.6563;0.020945503003729;21;-553;0.6563;0.3438;21;11;07/03/2017
33232;190000;3064.5161290323;0.6875;0.020945503003729;22;-612;0.6875;0.3125;22;10;05/05/2017
33232;226072;3646.3225806452;0.9375;0.21477469344768;30;-730;0.9375;0.0625;30;2;31/08/2017
33232;215000;3467.7419354839;0.9688;0.15528043760948;31;-829;0.9688;0.0313;31;1;08/12/2017
33232;215000;3467.7419354839;1;0.15528043760948;32;-916;1;0;32;0;05/03/2018
33232;186102;3001.6451612903;0;0;0;0;0;1;0;32;01/09/2015
33232;189900;3062.9032258065;0.4063;0.020408163265306;13;-113;0.4063;0.5938;13;19;23/12/2015
33232;190000;3064.5161290323;0.4688;0.020945503003729;15;-154;0.4688;0.5313;15;17;02/02/2016
33232;190000;3064.5161290323;0.4688;0.020945503003729;15;-196;0.4688;0.5313;15;17;15/03/2016
33232;190000;3064.5161290323;0.5;0.020945503003729;16;-237;0.5;0.5;16;16;25/04/2016
33232;190000;3064.5161290323;0.5;0.020945503003729;16;-280;0.5;0.5;16;16;07/06/2016
33232;190000;3064.5161290323;0.5313;0.020945503003729;17;-335;0.5313;0.4688;17;15;01/08/2016
33232;190000;3064.5161290323;0.5625;0.020945503003729;18;-392;0.5625;0.4375;18;14;27/09/2016
33232;190000;3064.5161290323;0.5625;0.020945503003729;18;-398;0.5625;0.4375;18;14;03/10/2016
33232;190000;3064.5161290323;0.5938;0.020945503003729;19;-454;0.5938;0.4063;19;13;28/11/2016
33232;190000;3064.5161290323;0.5938;0.020945503003729;19;-458;0.5938;0.4063;19;13;02/12/2016
33232;190000;3064.5161290323;0.6563;0.020945503003729;21;-510;0.6563;0.3438;21;11;23/01/2017
33232;190000;3064.5161290323;0.6563;0.020945503003729;21;-553;0.6563;0.3438;21;11;07/03/2017
33232;190000;3064.5161290323;0.7188;0.020945503003729;23;-612;0.7188;0.2813;23;9;05/05/2017
33232;226072;3646.3225806452;0.9688;0.21477469344768;31;-730;0.9688;0.0313;31;1;31/08/2017
33232;215000;3467.7419354839;1;0.15528043760948;32;-829;1;0;32;0;08/12/2017
33232;215000;3467.7419354839;1;0.15528043760948;32;-916;1;0;32;0;05/03/2018
33316;210700;3010;0;0;0;0;0;1;0;5;01/09/2015
33316;215000;3071.4285714286;0.4;0.020408163265306;2;-79;0.4;0.6;2;3;19/11/2015
33316;215000;3071.4285714286;0.4;0.020408163265306;2;-132;0.4;0.6;2;3;11/01/2016
33316;215000;3071.4285714286;0.6;0.020408163265306;3;-183;0.6;0.4;3;2;02/03/2016
33316;215000;3071.4285714286;0.6;0.020408163265306;3;-241;0.6;0.4;3;2;29/04/2016
33316;210000;3000;0.8;-0.0033222591362126;4;-262;0.8;0.2;4;1;20/05/2016
33316;210000;3000;0.8;-0.0033222591362126;4;-297;0.8;0.2;4;1;24/06/2016
33316;210000;3000;0.8;-0.0033222591362126;4;-307;0.8;0.2;4;1;04/07/2016
33316;210000;3000;1;-0.0033222591362126;5;-349;1;0;5;0;15/08/2016
33421;274560;3793.3130699088;0;0;0;0;0;1;0;45;01/10/2015
33421;286000;3951.367781155;0.5111;0.041666666666667;23;-102;0.5111;0.4889;23;22;11/01/2016
33421;299700;4140.6465874551;0.5111;0.091564685314685;23;-138;0.5111;0.4889;23;22;16/02/2016
33421;300300;4148.9361702128;0.5333;0.09375;24;-187;0.5333;0.4667;24;21;05/04/2016
33421;309900;4281.5694943355;0.5778;0.12871503496504;26;-221;0.5778;0.4222;26;19;09/05/2016
33421;313200;4327.1621995026;0.7333;0.14073426573427;33;-251;0.7333;0.2667;33;12;08/06/2016
33421;304400;4205.5816523902;0.7556;0.10868298368298;34;-281;0.7556;0.2444;34;11;08/07/2016
33421;304400;4205.5816523902;0.8;0.10868298368298;36;-307;0.8;0.2;36;9;03/08/2016
33421;306600;4235.9767891683;0.3778;0.1166958041958;17;-349;0.3778;0.6222;17;28;14/09/2016
33421;310500;4289.8590770931;0.3111;0.13090034965035;14;-372;0.3111;0.6889;14;31;07/10/2016
33421;312900;4323.0174081238;0.3333;0.13964160839161;15;-403;0.3333;0.6667;15;30;07/11/2016
33421;312900;4323.0174081238;0.4;0.13964160839161;18;-440;0.4;0.6;18;27;14/12/2016
33421;320300;4425.2555954684;0.5111;0.16659382284382;23;-475;0.5111;0.4889;23;22;18/01/2017
33421;322500;4455.6507322465;0.5111;0.17460664335664;23;-495;0.5111;0.4889;23;22;07/02/2017
33421;323300;4466.7035092567;0.7333;0.1775203962704;33;-525;0.7333;0.2667;33;12;09/03/2017
33421;326400;4509.5330201713;0.5333;0.18881118881119;24;-559;0.5333;0.4667;24;21;12/04/2017
33421;327800;4528.8753799392;0.6;0.19391025641026;27;-594;0.6;0.4;27;18;17/05/2017
33421;329100;4546.8361425808;0.5778;0.1986451048951;26;-616;0.5778;0.4222;26;19;08/06/2017
33421;331500;4579.9944736115;0.6222;0.20738636363636;28;-655;0.6222;0.3778;28;17;17/07/2017
33421;328500;4538.5465598232;0.6;0.19645979020979;27;-679;0.6;0.4;27;18;10/08/2017
33421;330800;4570.3232937275;0.6222;0.20483682983683;28;-712;0.6222;0.3778;28;17;12/09/2017
33421;351900;4861.8402873722;0.7556;0.28168706293706;34;-805;0.7556;0.2444;34;11;14/12/2017
33421;351900;4861.8402873722;0.7556;0.28168706293706;34;-890;0.7556;0.2444;34;11;09/03/2018
33421;345900;4778.9444597955;0.7778;0.25983391608392;35;-951;0.7778;0.2222;35;10;09/05/2018
33421;274560;3793.3130699088;0;0;0;0;0;1;0;45;01/10/2015
33421;286000;3951.367781155;0.5111;0.041666666666667;23;-102;0.5111;0.4889;23;22;11/01/2016
33421;299700;4140.6465874551;0.5111;0.091564685314685;23;-138;0.5111;0.4889;23;22;16/02/2016
33421;300300;4148.9361702128;0.5333;0.09375;24;-187;0.5333;0.4667;24;21;05/04/2016
33421;309900;4281.5694943355;0.5778;0.12871503496504;26;-221;0.5778;0.4222;26;19;09/05/2016
33421;313200;4327.1621995026;0.7333;0.14073426573427;33;-251;0.7333;0.2667;33;12;08/06/2016
33421;304400;4205.5816523902;0.7556;0.10868298368298;34;-281;0.7556;0.2444;34;11;08/07/2016
33421;304400;4205.5816523902;0.8;0.10868298368298;36;-307;0.8;0.2;36;9;03/08/2016
33421;306600;4235.9767891683;0.3778;0.1166958041958;17;-349;0.3778;0.6222;17;28;14/09/2016
33421;310500;4289.8590770931;0.3111;0.13090034965035;14;-372;0.3111;0.6889;14;31;07/10/2016
33421;312900;4323.0174081238;0.3333;0.13964160839161;15;-403;0.3333;0.6667;15;30;07/11/2016
33421;312900;4323.0174081238;0.4;0.13964160839161;18;-440;0.4;0.6;18;27;14/12/2016
33421;320300;4425.2555954684;0.5111;0.16659382284382;23;-475;0.5111;0.4889;23;22;18/01/2017
33421;322500;4455.6507322465;0.5111;0.17460664335664;23;-495;0.5111;0.4889;23;22;07/02/2017
33421;323300;4466.7035092567;0.7333;0.1775203962704;33;-525;0.7333;0.2667;33;12;09/03/2017
33421;326400;4509.5330201713;0.5333;0.18881118881119;24;-559;0.5333;0.4667;24;21;12/04/2017
33421;327800;4528.8753799392;0.6;0.19391025641026;27;-594;0.6;0.4;27;18;17/05/2017
33421;329100;4546.8361425808;0.5778;0.1986451048951;26;-616;0.5778;0.4222;26;19;08/06/2017
33421;331500;4579.9944736115;0.6222;0.20738636363636;28;-655;0.6222;0.3778;28;17;17/07/2017
33421;328500;4538.5465598232;0.6;0.19645979020979;27;-679;0.6;0.4;27;18;10/08/2017
33421;330800;4570.3232937275;0.6222;0.20483682983683;28;-712;0.6222;0.3778;28;17;12/09/2017
33421;351900;4861.8402873722;0.7556;0.28168706293706;34;-805;0.7556;0.2444;34;11;14/12/2017
33421;351900;4861.8402873722;0.7556;0.28168706293706;34;-890;0.7556;0.2444;34;11;09/03/2018
33421;345900;4778.9444597955;0.7778;0.25983391608392;35;-951;0.7778;0.2222;35;10;09/05/2018
33421;274560;3793.3130699088;0;0;0;0;0;1;0;46;01/10/2015
33421;286000;3951.367781155;0.5;0.041666666666667;23;-102;0.5;0.5;23;23;11/01/2016
33421;299700;4140.6465874551;0.5217;0.091564685314685;24;-138;0.5217;0.4783;24;22;16/02/2016
33421;300300;4148.9361702128;0.5217;0.09375;24;-187;0.5217;0.4783;24;22;05/04/2016
33421;309900;4281.5694943355;0.6087;0.12871503496504;28;-221;0.6087;0.3913;28;18;09/05/2016
33421;313200;4327.1621995026;0.7174;0.14073426573427;33;-251;0.7174;0.2826;33;13;08/06/2016
33421;304400;4205.5816523902;0.7826;0.10868298368298;36;-281;0.7826;0.2174;36;10;08/07/2016
33421;304400;4205.5816523902;0.8043;0.10868298368298;37;-307;0.8043;0.1957;37;9;03/08/2016
33421;306600;4235.9767891683;0.3913;0.1166958041958;18;-349;0.3913;0.6087;18;28;14/09/2016
33421;310500;4289.8590770931;0.3478;0.13090034965035;16;-372;0.3478;0.6522;16;30;07/10/2016
33421;312900;4323.0174081238;0.3478;0.13964160839161;16;-403;0.3478;0.6522;16;30;07/11/2016
33421;312900;4323.0174081238;0.4348;0.13964160839161;20;-440;0.4348;0.5652;20;26;14/12/2016
